stage,question_id,region_id,region_label,lat_range,lon_range,signal_key,attribute_key,question_text,allowed_answers
stage2,stage2_ws_mid_movement_signal_direction,ws_mid,서해 중부,35~38N,122~126E,movement_signal,direction,이 영역과 가장 관련된 기압계 또는 전선 이동 방향은 무엇인가?,eastward|westward|northward|southward|northeastward|southeastward|southwestward|northwestward|unknown
stage2,stage2_ws_mid_movement_signal_speed_class,ws_mid,서해 중부,35~38N,122~126E,movement_signal,speed_class,이 영역과 가장 관련된 기압계 또는 전선 이동 속도 등급은 무엇인가?,slow|moderate|fast|unknown
stage2,stage2_kp_north_synoptic_low_center_relative_position,kp_north,한반도 북부,37~40N,124~130E,synoptic_low_center,relative_position,이 영역과 가장 관련된 종관 저기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_north_synoptic_high_center_relative_position,kp_north,한반도 북부,37~40N,124~130E,synoptic_high_center,relative_position,이 영역과 가장 관련된 종관 고기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_north_frontal_zone_relative_position,kp_north,한반도 북부,37~40N,124~130E,frontal_zone,relative_position,이 영역과 가장 관련된 전선대의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_north_frontal_zone_type,kp_north,한반도 북부,37~40N,124~130E,frontal_zone,type,이 영역과 가장 관련된 전선대의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|mixed|unknown
stage2,stage2_kp_north_surface_trough_axis_relative_position,kp_north,한반도 북부,37~40N,124~130E,surface_trough_axis,relative_position,이 영역과 가장 관련된 지상 기압골 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_north_surface_ridge_axis_relative_position,kp_north,한반도 북부,37~40N,124~130E,surface_ridge_axis,relative_position,이 영역과 가장 관련된 지상 기압능 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_north_gale_wind_area_strength,kp_north,한반도 북부,37~40N,124~130E,gale_wind_area,strength,이 영역의 강풍 또는 강풍대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_north_tight_pressure_gradient_zone_strength,kp_north,한반도 북부,37~40N,124~130E,tight_pressure_gradient_zone,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_north_movement_signal_direction,kp_north,한반도 북부,37~40N,124~130E,movement_signal,direction,이 영역과 가장 관련된 기압계 또는 전선 이동 방향은 무엇인가?,eastward|westward|northward|southward|northeastward|southeastward|southwestward|northwestward|unknown
stage2,stage2_kp_north_movement_signal_speed_class,kp_north,한반도 북부,37~40N,124~130E,movement_signal,speed_class,이 영역과 가장 관련된 기압계 또는 전선 이동 속도 등급은 무엇인가?,slow|moderate|fast|unknown
stage2,stage2_kp_south_synoptic_low_center_relative_position,kp_south,한반도 남부,33~37N,124~130E,synoptic_low_center,relative_position,이 영역과 가장 관련된 종관 저기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_synoptic_high_center_relative_position,kp_south,한반도 남부,33~37N,124~130E,synoptic_high_center,relative_position,이 영역과 가장 관련된 종관 고기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_frontal_zone_relative_position,kp_south,한반도 남부,33~37N,124~130E,frontal_zone,relative_position,이 영역과 가장 관련된 전선대의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_frontal_zone_type,kp_south,한반도 남부,33~37N,124~130E,frontal_zone,type,이 영역과 가장 관련된 전선대의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|mixed|unknown
stage2,stage2_kp_south_surface_trough_axis_relative_position,kp_south,한반도 남부,33~37N,124~130E,surface_trough_axis,relative_position,이 영역과 가장 관련된 지상 기압골 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_surface_ridge_axis_relative_position,kp_south,한반도 남부,33~37N,124~130E,surface_ridge_axis,relative_position,이 영역과 가장 관련된 지상 기압능 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_gale_wind_area_strength,kp_south,한반도 남부,33~37N,124~130E,gale_wind_area,strength,이 영역의 강풍 또는 강풍대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_south_tight_pressure_gradient_zone_strength,kp_south,한반도 남부,33~37N,124~130E,tight_pressure_gradient_zone,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_south_movement_signal_direction,kp_south,한반도 남부,33~37N,124~130E,movement_signal,direction,이 영역과 가장 관련된 기압계 또는 전선 이동 방향은 무엇인가?,eastward|westward|northward|southward|northeastward|southeastward|southwestward|northwestward|unknown
stage2,stage2_kp_south_movement_signal_speed_class,kp_south,한반도 남부,33~37N,124~130E,movement_signal,speed_class,이 영역과 가장 관련된 기압계 또는 전선 이동 속도 등급은 무엇인가?,slow|moderate|fast|unknown
stage2,stage2_ecs_north_synoptic_low_center_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,synoptic_low_center,relative_position,이 영역과 가장 관련된 종관 저기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_synoptic_high_center_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,synoptic_high_center,relative_position,이 영역과 가장 관련된 종관 고기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_frontal_zone_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,frontal_zone,relative_position,이 영역과 가장 관련된 전선대의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_frontal_zone_type,ecs_north,동중국해 북부,28~34N,120~128E,frontal_zone,type,이 영역과 가장 관련된 전선대의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|mixed|unknown
stage2,stage2_ecs_north_surface_trough_axis_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,surface_trough_axis,relative_position,이 영역과 가장 관련된 지상 기압골 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_surface_ridge_axis_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,surface_ridge_axis,relative_position,이 영역과 가장 관련된 지상 기압능 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_gale_wind_area_strength,ecs_north,동중국해 북부,28~34N,120~128E,gale_wind_area,strength,이 영역의 강풍 또는 강풍대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_ecs_north_tight_pressure_gradient_zone_strength,ecs_north,동중국해 북부,28~34N,120~128E,tight_pressure_gradient_zone,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_ecs_north_movement_signal_direction,ecs_north,동중국해 북부,28~34N,120~128E,movement_signal,direction,이 영역과 가장 관련된 기압계 또는 전선 이동 방향은 무엇인가?,eastward|westward|northward|southward|northeastward|southeastward|southwestward|northwestward|unknown
stage2,stage2_ecs_north_movement_signal_speed_class,ecs_north,동중국해 북부,28~34N,120~128E,movement_signal,speed_class,이 영역과 가장 관련된 기압계 또는 전선 이동 속도 등급은 무엇인가?,slow|moderate|fast|unknown
stage2,stage2_japan_w_synoptic_low_center_relative_position,japan_w,일본 서부,31~38N,130~138E,synoptic_low_center,relative_position,이 영역과 가장 관련된 종관 저기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_synoptic_high_center_relative_position,japan_w,일본 서부,31~38N,130~138E,synoptic_high_center,relative_position,이 영역과 가장 관련된 종관 고기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_frontal_zone_relative_position,japan_w,일본 서부,31~38N,130~138E,frontal_zone,relative_position,이 영역과 가장 관련된 전선대의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_frontal_zone_type,japan_w,일본 서부,31~38N,130~138E,frontal_zone,type,이 영역과 가장 관련된 전선대의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|mixed|unknown
stage2,stage2_japan_w_surface_trough_axis_relative_position,japan_w,일본 서부,31~38N,130~138E,surface_trough_axis,relative_position,이 영역과 가장 관련된 지상 기압골 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_surface_ridge_axis_relative_position,japan_w,일본 서부,31~38N,130~138E,surface_ridge_axis,relative_position,이 영역과 가장 관련된 지상 기압능 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_gale_wind_area_strength,japan_w,일본 서부,31~38N,130~138E,gale_wind_area,strength,이 영역의 강풍 또는 강풍대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_w_tight_pressure_gradient_zone_strength,japan_w,일본 서부,31~38N,130~138E,tight_pressure_gradient_zone,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_w_movement_signal_direction,japan_w,일본 서부,31~38N,130~138E,movement_signal,direction,이 영역과 가장 관련된 기압계 또는 전선 이동 방향은 무엇인가?,eastward|westward|northward|southward|northeastward|southeastward|southwestward|northwestward|unknown
stage2,stage2_japan_w_movement_signal_speed_class,japan_w,일본 서부,31~38N,130~138E,movement_signal,speed_class,이 영역과 가장 관련된 기압계 또는 전선 이동 속도 등급은 무엇인가?,slow|moderate|fast|unknown
stage2,stage2_japan_east_offshore_synoptic_low_center_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,synoptic_low_center,relative_position,이 영역과 가장 관련된 종관 저기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_synoptic_high_center_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,synoptic_high_center,relative_position,이 영역과 가장 관련된 종관 고기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_frontal_zone_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,frontal_zone,relative_position,이 영역과 가장 관련된 전선대의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_frontal_zone_type,japan_east_offshore,일본 동부 해상,30~40N,140~150E,frontal_zone,type,이 영역과 가장 관련된 전선대의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|mixed|unknown
stage2,stage2_japan_east_offshore_surface_trough_axis_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,surface_trough_axis,relative_position,이 영역과 가장 관련된 지상 기압골 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_surface_ridge_axis_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,surface_ridge_axis,relative_position,이 영역과 가장 관련된 지상 기압능 축의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_gale_wind_area_strength,japan_east_offshore,일본 동부 해상,30~40N,140~150E,gale_wind_area,strength,이 영역의 강풍 또는 강풍대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_east_offshore_tight_pressure_gradient_zone_strength,japan_east_offshore,일본 동부 해상,30~40N,140~150E,tight_pressure_gradient_zone,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_east_offshore_movement_signal_direction,japan_east_offshore,일본 동부 해상,30~40N,140~150E,movement_signal,direction,이 영역과 가장 관련된 기압계 또는 전선 이동 방향은 무엇인가?,eastward|westward|northward|southward|northeastward|southeastward|southwestward|northwestward|unknown
stage2,stage2_japan_east_offshore_movement_signal_speed_class,japan_east_offshore,일본 동부 해상,30~40N,140~150E,movement_signal,speed_class,이 영역과 가장 관련된 기압계 또는 전선 이동 속도 등급은 무엇인가?,slow|moderate|fast|unknown
