stage,question_id,region_id,region_label,lat_range,lon_range,signal_key,attribute_key,question_text,allowed_answers
stage1,stage1_es_n_trough_axis_presence,es_n,동해 북부,37~40N,130~133E,trough_axis,presence,이 영역 내부에 500hPa 기압골 축이 존재하는가?,yes|no|unknown
stage1,stage1_es_n_ridge_axis_presence,es_n,동해 북부,37~40N,130~133E,ridge_axis,presence,이 영역 내부에 500hPa 기압능 축이 존재하는가?,yes|no|unknown
stage1,stage1_es_n_cold_core_presence,es_n,동해 북부,37~40N,130~133E,cold_core,presence,이 영역 내부에 뚜렷한 500hPa 상층 한기 중심 후보가 존재하는가?,yes|no|unknown
stage1,stage1_es_n_closed_cyclonic_circulation_presence,es_n,동해 북부,37~40N,130~133E,closed_cyclonic_circulation,presence,이 영역 내부에 폐합 저기압성 순환 후보가 존재하는가?,yes|no|unknown
stage1,stage1_es_n_tight_height_gradient_presence,es_n,동해 북부,37~40N,130~133E,tight_height_gradient,presence,이 영역 내부에 등고선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_trough_axis_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,trough_axis,presence,이 영역 내부에 500hPa 기압골 축이 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_ridge_axis_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,ridge_axis,presence,이 영역 내부에 500hPa 기압능 축이 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_cold_core_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,cold_core,presence,이 영역 내부에 뚜렷한 500hPa 상층 한기 중심 후보가 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_closed_cyclonic_circulation_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,closed_cyclonic_circulation,presence,이 영역 내부에 폐합 저기압성 순환 후보가 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_tight_height_gradient_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,tight_height_gradient,presence,이 영역 내부에 등고선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_manchuria_s_trough_axis_presence,manchuria_s,만주 남부,41~45N,123~128E,trough_axis,presence,이 영역 내부에 500hPa 기압골 축이 존재하는가?,yes|no|unknown
stage1,stage1_manchuria_s_ridge_axis_presence,manchuria_s,만주 남부,41~45N,123~128E,ridge_axis,presence,이 영역 내부에 500hPa 기압능 축이 존재하는가?,yes|no|unknown
stage1,stage1_manchuria_s_cold_core_presence,manchuria_s,만주 남부,41~45N,123~128E,cold_core,presence,이 영역 내부에 뚜렷한 500hPa 상층 한기 중심 후보가 존재하는가?,yes|no|unknown
stage1,stage1_manchuria_s_closed_cyclonic_circulation_presence,manchuria_s,만주 남부,41~45N,123~128E,closed_cyclonic_circulation,presence,이 영역 내부에 폐합 저기압성 순환 후보가 존재하는가?,yes|no|unknown
stage1,stage1_manchuria_s_tight_height_gradient_presence,manchuria_s,만주 남부,41~45N,123~128E,tight_height_gradient,presence,이 영역 내부에 등고선 조밀대가 존재하는가?,yes|no|unknown
