stage,question_id,region_id,region_label,lat_range,lon_range,signal_key,attribute_key,question_text,allowed_answers
stage2,stage2_kp_south_front_type,kp_south,한반도 남부,33~37N,124~130E,front,type,이 영역과 가장 관련된 지상 전선의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|unknown
stage2,stage2_kp_south_tight_pressure_gradient_strength,kp_south,한반도 남부,33~37N,124~130E,tight_pressure_gradient,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_south_wet_area_coverage,kp_south,한반도 남부,33~37N,124~130E,wet_area,coverage,이 영역의 습윤역 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_kp_south_wet_area_relative_position,kp_south,한반도 남부,33~37N,124~130E,wet_area,relative_position,이 영역과 가장 관련된 습윤역의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_strong_wind_zone_strength,kp_south,한반도 남부,33~37N,124~130E,strong_wind_zone,strength,이 영역의 강풍역 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_ecs_north_low_center_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,low_center,relative_position,이 영역과 가장 관련된 지상 저기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_high_center_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,high_center,relative_position,이 영역과 가장 관련된 지상 고기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_surface_trough_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,surface_trough,relative_position,이 영역과 가장 관련된 지상 기압골의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_surface_ridge_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,surface_ridge,relative_position,이 영역과 가장 관련된 지상 기압능의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_front_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,front,relative_position,이 영역과 가장 관련된 지상 전선의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_front_type,ecs_north,동중국해 북부,28~34N,120~128E,front,type,이 영역과 가장 관련된 지상 전선의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|unknown
stage2,stage2_ecs_north_tight_pressure_gradient_strength,ecs_north,동중국해 북부,28~34N,120~128E,tight_pressure_gradient,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_ecs_north_wet_area_coverage,ecs_north,동중국해 북부,28~34N,120~128E,wet_area,coverage,이 영역의 습윤역 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_ecs_north_wet_area_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,wet_area,relative_position,이 영역과 가장 관련된 습윤역의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_strong_wind_zone_strength,ecs_north,동중국해 북부,28~34N,120~128E,strong_wind_zone,strength,이 영역의 강풍역 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_w_low_center_relative_position,japan_w,일본 서부,31~38N,130~138E,low_center,relative_position,이 영역과 가장 관련된 지상 저기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_high_center_relative_position,japan_w,일본 서부,31~38N,130~138E,high_center,relative_position,이 영역과 가장 관련된 지상 고기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_surface_trough_relative_position,japan_w,일본 서부,31~38N,130~138E,surface_trough,relative_position,이 영역과 가장 관련된 지상 기압골의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_surface_ridge_relative_position,japan_w,일본 서부,31~38N,130~138E,surface_ridge,relative_position,이 영역과 가장 관련된 지상 기압능의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_front_relative_position,japan_w,일본 서부,31~38N,130~138E,front,relative_position,이 영역과 가장 관련된 지상 전선의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_front_type,japan_w,일본 서부,31~38N,130~138E,front,type,이 영역과 가장 관련된 지상 전선의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|unknown
stage2,stage2_japan_w_tight_pressure_gradient_strength,japan_w,일본 서부,31~38N,130~138E,tight_pressure_gradient,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_w_wet_area_coverage,japan_w,일본 서부,31~38N,130~138E,wet_area,coverage,이 영역의 습윤역 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_japan_w_wet_area_relative_position,japan_w,일본 서부,31~38N,130~138E,wet_area,relative_position,이 영역과 가장 관련된 습윤역의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_strong_wind_zone_strength,japan_w,일본 서부,31~38N,130~138E,strong_wind_zone,strength,이 영역의 강풍역 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_east_offshore_low_center_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,low_center,relative_position,이 영역과 가장 관련된 지상 저기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_high_center_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,high_center,relative_position,이 영역과 가장 관련된 지상 고기압 중심의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_surface_trough_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,surface_trough,relative_position,이 영역과 가장 관련된 지상 기압골의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_surface_ridge_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,surface_ridge,relative_position,이 영역과 가장 관련된 지상 기압능의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_front_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,front,relative_position,이 영역과 가장 관련된 지상 전선의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_front_type,japan_east_offshore,일본 동부 해상,30~40N,140~150E,front,type,이 영역과 가장 관련된 지상 전선의 유형은 무엇인가?,cold_front|warm_front|stationary_front|occluded_front|unknown
stage2,stage2_japan_east_offshore_tight_pressure_gradient_strength,japan_east_offshore,일본 동부 해상,30~40N,140~150E,tight_pressure_gradient,strength,이 영역의 등압선 조밀대 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_east_offshore_wet_area_coverage,japan_east_offshore,일본 동부 해상,30~40N,140~150E,wet_area,coverage,이 영역의 습윤역 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_japan_east_offshore_wet_area_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,wet_area,relative_position,이 영역과 가장 관련된 습윤역의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_strong_wind_zone_strength,japan_east_offshore,일본 동부 해상,30~40N,140~150E,strong_wind_zone,strength,이 영역의 강풍역 강도는 어느 수준인가?,weak|moderate|strong|unknown
