stage,question_id,region_id,region_label,lat_range,lon_range,signal_key,attribute_key,question_text,allowed_answers
stage2,stage2_liao_bohai_band_cloud_orientation,liao_bohai,요동반도/발해만,38~41N,120~123E,band_cloud,orientation,이 영역과 가장 관련된 띠형 구름대의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_liao_bohai_band_cloud_continuity,liao_bohai,요동반도/발해만,38~41N,120~123E,band_cloud,continuity,이 영역의 띠형 구름대 연속성은 어느 수준인가?,fragmented|partial|continuous|unknown
stage2,stage2_liao_bohai_comma_cloud_stage,liao_bohai,요동반도/발해만,38~41N,120~123E,comma_cloud,stage,이 영역과 가장 관련된 콤마형 구름 구조의 발달 단계는 무엇인가?,developing|mature|weakening|unknown
stage2,stage2_liao_bohai_cyclonic_swirl_cloud_strength,liao_bohai,요동반도/발해만,38~41N,120~123E,cyclonic_swirl_cloud,strength,이 영역의 저기압성 회전 구름 구조 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_liao_bohai_convective_cloud_cluster_coverage,liao_bohai,요동반도/발해만,38~41N,120~123E,convective_cloud_cluster,coverage,이 영역의 대류성 구름군 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_liao_bohai_subsidence_clear_slot_relative_position,liao_bohai,요동반도/발해만,38~41N,120~123E,subsidence_clear_slot,relative_position,이 영역과 가장 관련된 침강성 맑은 슬롯 또는 건조 슬롯의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ws_mid_upper_dry_intrusion_relative_position,ws_mid,서해 중부,35~38N,122~126E,upper_dry_intrusion,relative_position,이 영역과 가장 관련된 상층 건조역 침투의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ws_mid_upper_dry_intrusion_strength,ws_mid,서해 중부,35~38N,122~126E,upper_dry_intrusion,strength,이 영역의 상층 건조역 침투 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_ws_mid_moist_plume_relative_position,ws_mid,서해 중부,35~38N,122~126E,moist_plume,relative_position,이 영역과 가장 관련된 상층 수증기 플룸의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ws_mid_moist_plume_orientation,ws_mid,서해 중부,35~38N,122~126E,moist_plume,orientation,이 영역과 가장 관련된 상층 수증기 플룸의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_ws_mid_band_cloud_orientation,ws_mid,서해 중부,35~38N,122~126E,band_cloud,orientation,이 영역과 가장 관련된 띠형 구름대의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_ws_mid_band_cloud_continuity,ws_mid,서해 중부,35~38N,122~126E,band_cloud,continuity,이 영역의 띠형 구름대 연속성은 어느 수준인가?,fragmented|partial|continuous|unknown
stage2,stage2_ws_mid_comma_cloud_stage,ws_mid,서해 중부,35~38N,122~126E,comma_cloud,stage,이 영역과 가장 관련된 콤마형 구름 구조의 발달 단계는 무엇인가?,developing|mature|weakening|unknown
stage2,stage2_ws_mid_cyclonic_swirl_cloud_strength,ws_mid,서해 중부,35~38N,122~126E,cyclonic_swirl_cloud,strength,이 영역의 저기압성 회전 구름 구조 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_ws_mid_convective_cloud_cluster_coverage,ws_mid,서해 중부,35~38N,122~126E,convective_cloud_cluster,coverage,이 영역의 대류성 구름군 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_ws_mid_subsidence_clear_slot_relative_position,ws_mid,서해 중부,35~38N,122~126E,subsidence_clear_slot,relative_position,이 영역과 가장 관련된 침강성 맑은 슬롯 또는 건조 슬롯의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_north_upper_dry_intrusion_relative_position,kp_north,한반도 북부,37~40N,124~130E,upper_dry_intrusion,relative_position,이 영역과 가장 관련된 상층 건조역 침투의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_north_upper_dry_intrusion_strength,kp_north,한반도 북부,37~40N,124~130E,upper_dry_intrusion,strength,이 영역의 상층 건조역 침투 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_north_moist_plume_relative_position,kp_north,한반도 북부,37~40N,124~130E,moist_plume,relative_position,이 영역과 가장 관련된 상층 수증기 플룸의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_north_moist_plume_orientation,kp_north,한반도 북부,37~40N,124~130E,moist_plume,orientation,이 영역과 가장 관련된 상층 수증기 플룸의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_kp_north_band_cloud_orientation,kp_north,한반도 북부,37~40N,124~130E,band_cloud,orientation,이 영역과 가장 관련된 띠형 구름대의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_kp_north_band_cloud_continuity,kp_north,한반도 북부,37~40N,124~130E,band_cloud,continuity,이 영역의 띠형 구름대 연속성은 어느 수준인가?,fragmented|partial|continuous|unknown
stage2,stage2_kp_north_comma_cloud_stage,kp_north,한반도 북부,37~40N,124~130E,comma_cloud,stage,이 영역과 가장 관련된 콤마형 구름 구조의 발달 단계는 무엇인가?,developing|mature|weakening|unknown
stage2,stage2_kp_north_cyclonic_swirl_cloud_strength,kp_north,한반도 북부,37~40N,124~130E,cyclonic_swirl_cloud,strength,이 영역의 저기압성 회전 구름 구조 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_north_convective_cloud_cluster_coverage,kp_north,한반도 북부,37~40N,124~130E,convective_cloud_cluster,coverage,이 영역의 대류성 구름군 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_kp_north_subsidence_clear_slot_relative_position,kp_north,한반도 북부,37~40N,124~130E,subsidence_clear_slot,relative_position,이 영역과 가장 관련된 침강성 맑은 슬롯 또는 건조 슬롯의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_upper_dry_intrusion_relative_position,kp_south,한반도 남부,33~37N,124~130E,upper_dry_intrusion,relative_position,이 영역과 가장 관련된 상층 건조역 침투의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_upper_dry_intrusion_strength,kp_south,한반도 남부,33~37N,124~130E,upper_dry_intrusion,strength,이 영역의 상층 건조역 침투 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_south_moist_plume_relative_position,kp_south,한반도 남부,33~37N,124~130E,moist_plume,relative_position,이 영역과 가장 관련된 상층 수증기 플룸의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_kp_south_moist_plume_orientation,kp_south,한반도 남부,33~37N,124~130E,moist_plume,orientation,이 영역과 가장 관련된 상층 수증기 플룸의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_kp_south_band_cloud_orientation,kp_south,한반도 남부,33~37N,124~130E,band_cloud,orientation,이 영역과 가장 관련된 띠형 구름대의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_kp_south_band_cloud_continuity,kp_south,한반도 남부,33~37N,124~130E,band_cloud,continuity,이 영역의 띠형 구름대 연속성은 어느 수준인가?,fragmented|partial|continuous|unknown
stage2,stage2_kp_south_comma_cloud_stage,kp_south,한반도 남부,33~37N,124~130E,comma_cloud,stage,이 영역과 가장 관련된 콤마형 구름 구조의 발달 단계는 무엇인가?,developing|mature|weakening|unknown
stage2,stage2_kp_south_cyclonic_swirl_cloud_strength,kp_south,한반도 남부,33~37N,124~130E,cyclonic_swirl_cloud,strength,이 영역의 저기압성 회전 구름 구조 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_kp_south_convective_cloud_cluster_coverage,kp_south,한반도 남부,33~37N,124~130E,convective_cloud_cluster,coverage,이 영역의 대류성 구름군 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_kp_south_subsidence_clear_slot_relative_position,kp_south,한반도 남부,33~37N,124~130E,subsidence_clear_slot,relative_position,이 영역과 가장 관련된 침강성 맑은 슬롯 또는 건조 슬롯의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_upper_dry_intrusion_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,upper_dry_intrusion,relative_position,이 영역과 가장 관련된 상층 건조역 침투의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_upper_dry_intrusion_strength,ecs_north,동중국해 북부,28~34N,120~128E,upper_dry_intrusion,strength,이 영역의 상층 건조역 침투 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_ecs_north_moist_plume_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,moist_plume,relative_position,이 영역과 가장 관련된 상층 수증기 플룸의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_ecs_north_moist_plume_orientation,ecs_north,동중국해 북부,28~34N,120~128E,moist_plume,orientation,이 영역과 가장 관련된 상층 수증기 플룸의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_ecs_north_band_cloud_orientation,ecs_north,동중국해 북부,28~34N,120~128E,band_cloud,orientation,이 영역과 가장 관련된 띠형 구름대의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_ecs_north_band_cloud_continuity,ecs_north,동중국해 북부,28~34N,120~128E,band_cloud,continuity,이 영역의 띠형 구름대 연속성은 어느 수준인가?,fragmented|partial|continuous|unknown
stage2,stage2_ecs_north_comma_cloud_stage,ecs_north,동중국해 북부,28~34N,120~128E,comma_cloud,stage,이 영역과 가장 관련된 콤마형 구름 구조의 발달 단계는 무엇인가?,developing|mature|weakening|unknown
stage2,stage2_ecs_north_cyclonic_swirl_cloud_strength,ecs_north,동중국해 북부,28~34N,120~128E,cyclonic_swirl_cloud,strength,이 영역의 저기압성 회전 구름 구조 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_ecs_north_convective_cloud_cluster_coverage,ecs_north,동중국해 북부,28~34N,120~128E,convective_cloud_cluster,coverage,이 영역의 대류성 구름군 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_ecs_north_subsidence_clear_slot_relative_position,ecs_north,동중국해 북부,28~34N,120~128E,subsidence_clear_slot,relative_position,이 영역과 가장 관련된 침강성 맑은 슬롯 또는 건조 슬롯의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_upper_dry_intrusion_relative_position,japan_w,일본 서부,31~38N,130~138E,upper_dry_intrusion,relative_position,이 영역과 가장 관련된 상층 건조역 침투의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_upper_dry_intrusion_strength,japan_w,일본 서부,31~38N,130~138E,upper_dry_intrusion,strength,이 영역의 상층 건조역 침투 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_w_moist_plume_relative_position,japan_w,일본 서부,31~38N,130~138E,moist_plume,relative_position,이 영역과 가장 관련된 상층 수증기 플룸의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_w_moist_plume_orientation,japan_w,일본 서부,31~38N,130~138E,moist_plume,orientation,이 영역과 가장 관련된 상층 수증기 플룸의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_japan_w_band_cloud_orientation,japan_w,일본 서부,31~38N,130~138E,band_cloud,orientation,이 영역과 가장 관련된 띠형 구름대의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_japan_w_band_cloud_continuity,japan_w,일본 서부,31~38N,130~138E,band_cloud,continuity,이 영역의 띠형 구름대 연속성은 어느 수준인가?,fragmented|partial|continuous|unknown
stage2,stage2_japan_w_comma_cloud_stage,japan_w,일본 서부,31~38N,130~138E,comma_cloud,stage,이 영역과 가장 관련된 콤마형 구름 구조의 발달 단계는 무엇인가?,developing|mature|weakening|unknown
stage2,stage2_japan_w_cyclonic_swirl_cloud_strength,japan_w,일본 서부,31~38N,130~138E,cyclonic_swirl_cloud,strength,이 영역의 저기압성 회전 구름 구조 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_w_convective_cloud_cluster_coverage,japan_w,일본 서부,31~38N,130~138E,convective_cloud_cluster,coverage,이 영역의 대류성 구름군 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_japan_w_subsidence_clear_slot_relative_position,japan_w,일본 서부,31~38N,130~138E,subsidence_clear_slot,relative_position,이 영역과 가장 관련된 침강성 맑은 슬롯 또는 건조 슬롯의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_upper_dry_intrusion_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,upper_dry_intrusion,relative_position,이 영역과 가장 관련된 상층 건조역 침투의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_upper_dry_intrusion_strength,japan_east_offshore,일본 동부 해상,30~40N,140~150E,upper_dry_intrusion,strength,이 영역의 상층 건조역 침투 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_east_offshore_moist_plume_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,moist_plume,relative_position,이 영역과 가장 관련된 상층 수증기 플룸의 상대 위치는 무엇인가?,west|inside|east|unknown
stage2,stage2_japan_east_offshore_moist_plume_orientation,japan_east_offshore,일본 동부 해상,30~40N,140~150E,moist_plume,orientation,이 영역과 가장 관련된 상층 수증기 플룸의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_japan_east_offshore_band_cloud_orientation,japan_east_offshore,일본 동부 해상,30~40N,140~150E,band_cloud,orientation,이 영역과 가장 관련된 띠형 구름대의 방향은 무엇인가?,W-E|NW-SE|SW-NE|curved|unknown
stage2,stage2_japan_east_offshore_band_cloud_continuity,japan_east_offshore,일본 동부 해상,30~40N,140~150E,band_cloud,continuity,이 영역의 띠형 구름대 연속성은 어느 수준인가?,fragmented|partial|continuous|unknown
stage2,stage2_japan_east_offshore_comma_cloud_stage,japan_east_offshore,일본 동부 해상,30~40N,140~150E,comma_cloud,stage,이 영역과 가장 관련된 콤마형 구름 구조의 발달 단계는 무엇인가?,developing|mature|weakening|unknown
stage2,stage2_japan_east_offshore_cyclonic_swirl_cloud_strength,japan_east_offshore,일본 동부 해상,30~40N,140~150E,cyclonic_swirl_cloud,strength,이 영역의 저기압성 회전 구름 구조 강도는 어느 수준인가?,weak|moderate|strong|unknown
stage2,stage2_japan_east_offshore_convective_cloud_cluster_coverage,japan_east_offshore,일본 동부 해상,30~40N,140~150E,convective_cloud_cluster,coverage,이 영역의 대류성 구름군 범위는 어느 수준인가?,local|regional|broad|unknown
stage2,stage2_japan_east_offshore_subsidence_clear_slot_relative_position,japan_east_offshore,일본 동부 해상,30~40N,140~150E,subsidence_clear_slot,relative_position,이 영역과 가장 관련된 침강성 맑은 슬롯 또는 건조 슬롯의 상대 위치는 무엇인가?,west|inside|east|unknown
