stage,question_id,region_id,region_label,lat_range,lon_range,signal_key,attribute_key,question_text,allowed_answers
stage1,stage1_liao_bohai_surface_ridge_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,surface_ridge,presence,이 영역 내부에 지상 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_front_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,front,presence,이 영역 내부에 지상 전선이 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_tight_pressure_gradient_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,tight_pressure_gradient,presence,이 영역 내부에 등압선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_wet_area_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,wet_area,presence,이 영역 내부에 습윤역이 존재하는가?,yes|no|unknown
stage1,stage1_liao_bohai_strong_wind_zone_presence,liao_bohai,요동반도/발해만,38~41N,120~123E,strong_wind_zone,presence,이 영역 내부에 강풍역(10m/s 이상)이 존재하는가?,yes|no|unknown
stage1,stage1_ws_mid_low_center_presence,ws_mid,서해 중부,35~38N,122~126E,low_center,presence,이 영역 내부에 지상 저기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_ws_mid_high_center_presence,ws_mid,서해 중부,35~38N,122~126E,high_center,presence,이 영역 내부에 지상 고기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_ws_mid_surface_trough_presence,ws_mid,서해 중부,35~38N,122~126E,surface_trough,presence,이 영역 내부에 지상 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_ws_mid_surface_ridge_presence,ws_mid,서해 중부,35~38N,122~126E,surface_ridge,presence,이 영역 내부에 지상 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_ws_mid_front_presence,ws_mid,서해 중부,35~38N,122~126E,front,presence,이 영역 내부에 지상 전선이 존재하는가?,yes|no|unknown
stage1,stage1_ws_mid_tight_pressure_gradient_presence,ws_mid,서해 중부,35~38N,122~126E,tight_pressure_gradient,presence,이 영역 내부에 등압선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_ws_mid_wet_area_presence,ws_mid,서해 중부,35~38N,122~126E,wet_area,presence,이 영역 내부에 습윤역이 존재하는가?,yes|no|unknown
stage1,stage1_ws_mid_strong_wind_zone_presence,ws_mid,서해 중부,35~38N,122~126E,strong_wind_zone,presence,이 영역 내부에 강풍역(10m/s 이상)이 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_low_center_presence,kp_north,한반도 북부,37~40N,124~130E,low_center,presence,이 영역 내부에 지상 저기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_high_center_presence,kp_north,한반도 북부,37~40N,124~130E,high_center,presence,이 영역 내부에 지상 고기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_surface_trough_presence,kp_north,한반도 북부,37~40N,124~130E,surface_trough,presence,이 영역 내부에 지상 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_surface_ridge_presence,kp_north,한반도 북부,37~40N,124~130E,surface_ridge,presence,이 영역 내부에 지상 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_front_presence,kp_north,한반도 북부,37~40N,124~130E,front,presence,이 영역 내부에 지상 전선이 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_tight_pressure_gradient_presence,kp_north,한반도 북부,37~40N,124~130E,tight_pressure_gradient,presence,이 영역 내부에 등압선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_wet_area_presence,kp_north,한반도 북부,37~40N,124~130E,wet_area,presence,이 영역 내부에 습윤역이 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_strong_wind_zone_presence,kp_north,한반도 북부,37~40N,124~130E,strong_wind_zone,presence,이 영역 내부에 강풍역(10m/s 이상)이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_low_center_presence,kp_south,한반도 남부,33~37N,124~130E,low_center,presence,이 영역 내부에 지상 저기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_high_center_presence,kp_south,한반도 남부,33~37N,124~130E,high_center,presence,이 영역 내부에 지상 고기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_surface_trough_presence,kp_south,한반도 남부,33~37N,124~130E,surface_trough,presence,이 영역 내부에 지상 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_surface_ridge_presence,kp_south,한반도 남부,33~37N,124~130E,surface_ridge,presence,이 영역 내부에 지상 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_front_presence,kp_south,한반도 남부,33~37N,124~130E,front,presence,이 영역 내부에 지상 전선이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_tight_pressure_gradient_presence,kp_south,한반도 남부,33~37N,124~130E,tight_pressure_gradient,presence,이 영역 내부에 등압선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_wet_area_presence,kp_south,한반도 남부,33~37N,124~130E,wet_area,presence,이 영역 내부에 습윤역이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_strong_wind_zone_presence,kp_south,한반도 남부,33~37N,124~130E,strong_wind_zone,presence,이 영역 내부에 강풍역(10m/s 이상)이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_low_center_presence,ecs_north,동중국해 북부,28~34N,120~128E,low_center,presence,이 영역 내부에 지상 저기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_high_center_presence,ecs_north,동중국해 북부,28~34N,120~128E,high_center,presence,이 영역 내부에 지상 고기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_surface_trough_presence,ecs_north,동중국해 북부,28~34N,120~128E,surface_trough,presence,이 영역 내부에 지상 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_surface_ridge_presence,ecs_north,동중국해 북부,28~34N,120~128E,surface_ridge,presence,이 영역 내부에 지상 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_front_presence,ecs_north,동중국해 북부,28~34N,120~128E,front,presence,이 영역 내부에 지상 전선이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_tight_pressure_gradient_presence,ecs_north,동중국해 북부,28~34N,120~128E,tight_pressure_gradient,presence,이 영역 내부에 등압선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_wet_area_presence,ecs_north,동중국해 북부,28~34N,120~128E,wet_area,presence,이 영역 내부에 습윤역이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_strong_wind_zone_presence,ecs_north,동중국해 북부,28~34N,120~128E,strong_wind_zone,presence,이 영역 내부에 강풍역(10m/s 이상)이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_low_center_presence,japan_w,일본 서부,31~38N,130~138E,low_center,presence,이 영역 내부에 지상 저기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_high_center_presence,japan_w,일본 서부,31~38N,130~138E,high_center,presence,이 영역 내부에 지상 고기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_surface_trough_presence,japan_w,일본 서부,31~38N,130~138E,surface_trough,presence,이 영역 내부에 지상 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_surface_ridge_presence,japan_w,일본 서부,31~38N,130~138E,surface_ridge,presence,이 영역 내부에 지상 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_front_presence,japan_w,일본 서부,31~38N,130~138E,front,presence,이 영역 내부에 지상 전선이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_tight_pressure_gradient_presence,japan_w,일본 서부,31~38N,130~138E,tight_pressure_gradient,presence,이 영역 내부에 등압선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_wet_area_presence,japan_w,일본 서부,31~38N,130~138E,wet_area,presence,이 영역 내부에 습윤역이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_strong_wind_zone_presence,japan_w,일본 서부,31~38N,130~138E,strong_wind_zone,presence,이 영역 내부에 강풍역(10m/s 이상)이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_low_center_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,low_center,presence,이 영역 내부에 지상 저기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_high_center_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,high_center,presence,이 영역 내부에 지상 고기압 중심이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_surface_trough_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,surface_trough,presence,이 영역 내부에 지상 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_surface_ridge_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,surface_ridge,presence,이 영역 내부에 지상 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_front_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,front,presence,이 영역 내부에 지상 전선이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_tight_pressure_gradient_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,tight_pressure_gradient,presence,이 영역 내부에 등압선 조밀대가 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_wet_area_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,wet_area,presence,이 영역 내부에 습윤역이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_strong_wind_zone_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,strong_wind_zone,presence,이 영역 내부에 강풍역(10m/s 이상)이 존재하는가?,yes|no|unknown
