stage,question_id,region_id,region_label,lat_range,lon_range,signal_key,attribute_key,question_text,allowed_answers
stage1,stage1_kp_north_moisture_transport_axis_presence,kp_north,한반도 북부,37~40N,124~130E,moisture_transport_axis,presence,이 영역 내부에 850hPa 수증기 수송축이 존재하는가?,yes|no|unknown
stage1,stage1_kp_north_low_level_convergence_candidate_presence,kp_north,한반도 북부,37~40N,124~130E,low_level_convergence_candidate,presence,이 영역 내부에 하층 수렴 후보가 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_trough_axis_presence,kp_south,한반도 남부,33~37N,124~130E,trough_axis,presence,이 영역 내부에 850hPa 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_ridge_axis_presence,kp_south,한반도 남부,33~37N,124~130E,ridge_axis,presence,이 영역 내부에 850hPa 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_warm_advection_presence,kp_south,한반도 남부,33~37N,124~130E,warm_advection,presence,이 영역 내부에 850hPa 난기 이류가 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_cold_advection_presence,kp_south,한반도 남부,33~37N,124~130E,cold_advection,presence,이 영역 내부에 850hPa 한기 이류가 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_thermal_gradient_zone_presence,kp_south,한반도 남부,33~37N,124~130E,thermal_gradient_zone,presence,이 영역 내부에 850hPa 강한 온도경도대 또는 전선대 후보가 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_wet_area_presence,kp_south,한반도 남부,33~37N,124~130E,wet_area,presence,이 영역 내부에 WET AREA(T-Td<3℃)가 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_low_level_jet_presence,kp_south,한반도 남부,33~37N,124~130E,low_level_jet,presence,이 영역 내부에 850hPa 하층 제트 후보가 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_strong_wind_zone_presence,kp_south,한반도 남부,33~37N,124~130E,strong_wind_zone,presence,이 영역 내부에 850hPa 강풍역이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_moisture_transport_axis_presence,kp_south,한반도 남부,33~37N,124~130E,moisture_transport_axis,presence,이 영역 내부에 850hPa 수증기 수송축이 존재하는가?,yes|no|unknown
stage1,stage1_kp_south_low_level_convergence_candidate_presence,kp_south,한반도 남부,33~37N,124~130E,low_level_convergence_candidate,presence,이 영역 내부에 하층 수렴 후보가 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_trough_axis_presence,ecs_north,동중국해 북부,28~34N,120~128E,trough_axis,presence,이 영역 내부에 850hPa 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_ridge_axis_presence,ecs_north,동중국해 북부,28~34N,120~128E,ridge_axis,presence,이 영역 내부에 850hPa 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_warm_advection_presence,ecs_north,동중국해 북부,28~34N,120~128E,warm_advection,presence,이 영역 내부에 850hPa 난기 이류가 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_cold_advection_presence,ecs_north,동중국해 북부,28~34N,120~128E,cold_advection,presence,이 영역 내부에 850hPa 한기 이류가 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_thermal_gradient_zone_presence,ecs_north,동중국해 북부,28~34N,120~128E,thermal_gradient_zone,presence,이 영역 내부에 850hPa 강한 온도경도대 또는 전선대 후보가 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_wet_area_presence,ecs_north,동중국해 북부,28~34N,120~128E,wet_area,presence,이 영역 내부에 WET AREA(T-Td<3℃)가 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_low_level_jet_presence,ecs_north,동중국해 북부,28~34N,120~128E,low_level_jet,presence,이 영역 내부에 850hPa 하층 제트 후보가 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_strong_wind_zone_presence,ecs_north,동중국해 북부,28~34N,120~128E,strong_wind_zone,presence,이 영역 내부에 850hPa 강풍역이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_moisture_transport_axis_presence,ecs_north,동중국해 북부,28~34N,120~128E,moisture_transport_axis,presence,이 영역 내부에 850hPa 수증기 수송축이 존재하는가?,yes|no|unknown
stage1,stage1_ecs_north_low_level_convergence_candidate_presence,ecs_north,동중국해 북부,28~34N,120~128E,low_level_convergence_candidate,presence,이 영역 내부에 하층 수렴 후보가 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_trough_axis_presence,japan_w,일본 서부,31~38N,130~138E,trough_axis,presence,이 영역 내부에 850hPa 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_ridge_axis_presence,japan_w,일본 서부,31~38N,130~138E,ridge_axis,presence,이 영역 내부에 850hPa 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_warm_advection_presence,japan_w,일본 서부,31~38N,130~138E,warm_advection,presence,이 영역 내부에 850hPa 난기 이류가 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_cold_advection_presence,japan_w,일본 서부,31~38N,130~138E,cold_advection,presence,이 영역 내부에 850hPa 한기 이류가 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_thermal_gradient_zone_presence,japan_w,일본 서부,31~38N,130~138E,thermal_gradient_zone,presence,이 영역 내부에 850hPa 강한 온도경도대 또는 전선대 후보가 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_wet_area_presence,japan_w,일본 서부,31~38N,130~138E,wet_area,presence,이 영역 내부에 WET AREA(T-Td<3℃)가 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_low_level_jet_presence,japan_w,일본 서부,31~38N,130~138E,low_level_jet,presence,이 영역 내부에 850hPa 하층 제트 후보가 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_strong_wind_zone_presence,japan_w,일본 서부,31~38N,130~138E,strong_wind_zone,presence,이 영역 내부에 850hPa 강풍역이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_moisture_transport_axis_presence,japan_w,일본 서부,31~38N,130~138E,moisture_transport_axis,presence,이 영역 내부에 850hPa 수증기 수송축이 존재하는가?,yes|no|unknown
stage1,stage1_japan_w_low_level_convergence_candidate_presence,japan_w,일본 서부,31~38N,130~138E,low_level_convergence_candidate,presence,이 영역 내부에 하층 수렴 후보가 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_trough_axis_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,trough_axis,presence,이 영역 내부에 850hPa 기압골이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_ridge_axis_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,ridge_axis,presence,이 영역 내부에 850hPa 기압능이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_warm_advection_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,warm_advection,presence,이 영역 내부에 850hPa 난기 이류가 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_cold_advection_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,cold_advection,presence,이 영역 내부에 850hPa 한기 이류가 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_thermal_gradient_zone_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,thermal_gradient_zone,presence,이 영역 내부에 850hPa 강한 온도경도대 또는 전선대 후보가 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_wet_area_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,wet_area,presence,이 영역 내부에 WET AREA(T-Td<3℃)가 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_low_level_jet_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,low_level_jet,presence,이 영역 내부에 850hPa 하층 제트 후보가 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_strong_wind_zone_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,strong_wind_zone,presence,이 영역 내부에 850hPa 강풍역이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_moisture_transport_axis_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,moisture_transport_axis,presence,이 영역 내부에 850hPa 수증기 수송축이 존재하는가?,yes|no|unknown
stage1,stage1_japan_east_offshore_low_level_convergence_candidate_presence,japan_east_offshore,일본 동부 해상,30~40N,140~150E,low_level_convergence_candidate,presence,이 영역 내부에 하층 수렴 후보가 존재하는가?,yes|no|unknown
